stn	time.yy	time.mm	time.dd	time.hh	tre200h0	prestahs	ure200h0	rre150h0	fkl010h0	fkl010h1	dkl010h0	tso100hs	nto000sw	gls	str.diffus	str.direkt	str.vert.E	str.vert.S	str.vert.W	str.vert.N	bodenalbedo	ir.horizontal	ir.vertikal.S	bodenemissivitaet	dewpt	enthalpy	mixratio	wetbulb
Pul	2021	01	07	13	8.8	964.2	66.3	0.0	1.2	NA	280	NA	0	315	 68	722	 70	807	234	 70	63	280	338	95	2.9	5.9	4.91	5.9
Pul	2021	01	07	14	8.8	963.8	67.5	0.0	1.2	NA	266	NA	4	224	 86	483	 63	562	314	 63	63	287	334	95	3.2	5.9	4.99	6.0
Pul	2021	01	07	15	8.5	963.5	67.3	0.0	0.3	NA	200	NA	4	149	 69	422	 48	443	376	 48	63	285	330	95	2.8	5.3	4.86	5.7
Pul	2021	01	07	16	7.7	963.1	71.6	0.0	0.7	NA	305	NA	4	 18	 18	  0	  9	  8	  7	  9	63	285	325	95	2.9	4.8	4.91	5.4
Pul	2021	01	07	17	7.4	962.7	77.2	0.0	1.0	NA	257	NA	4	  0	  0	  0	  0	  0	  0	  0	63	289	320	96	3.7	5.3	5.20	5.5
Pul	2021	01	07	18	7.1	962.4	85.3	0.0	1.3	NA	191	NA	5	  0	  0	  0	  0	  0	  0	  0	63	294	321	96	4.8	5.9	5.62	5.9
Pul	2021	01	07	19	6.8	962.0	83.4	0.0	2.0	NA	222	NA	5	  0	  0	  0	  0	  0	  0	  0	63	293	320	96	4.2	5.7	5.40	5.5
Pul	2021	01	07	20	6.6	961.7	81.9	0.0	1.2	NA	223	NA	5	  0	  0	  0	  0	  0	  0	  0	63	291	318	96	3.7	5.5	5.21	5.2
Pul	2021	01	07	21	6.3	961.3	81.8	0.0	1.5	NA	197	NA	5	  0	  0	  0	  0	  0	  0	  0	63	291	318	96	3.5	5.8	5.11	4.9
Pul	2021	01	07	22	6.1	961.0	82.5	0.0	1.2	NA	217	NA	5	  0	  0	  0	  0	  0	  0	  0	63	292	317	96	3.3	5.8	5.06	4.8
Pul	2021	01	07	23	5.8	960.6	82.9	0.0	1.0	NA	230	NA	6	  0	  0	  0	  0	  0	  0	  0	63	292	315	96	3.1	6.0	4.99	4.5
Pul	2021	01	08	00	5.7	960.3	77.6	0.0	0.6	NA	240	NA	6	  0	  0	  0	  0	  0	  0	  0	68	289	313	96	2.2	5.4	4.66	4.0
Pul	2021	01	08	01	5.7	959.9	77.6	0.0	0.8	NA	190	NA	6	  0	  0	  0	  0	  0	  0	  0	68	290	313	96	2.1	5.6	4.63	4.0
Pul	2021	01	08	02	5.6	959.6	76.1	0.0	1.0	NA	234	NA	6	  0	  0	  0	  0	  0	  0	  0	68	290	313	96	1.7	6.3	4.52	3.8
Pul	2021	01	08	03	5.5	959.2	73.5	0.0	0.3	NA	219	NA	6	  0	  0	  0	  0	  0	  0	  0	68	289	312	96	1.2	5.8	4.35	3.5
Pul	2021	01	08	04	5.5	958.9	79.4	0.0	0.1	NA	191	NA	7	  0	  0	  0	  0	  0	  0	  0	68	294	313	96	2.2	6.6	4.69	3.9
Pul	2021	01	08	05	5.5	958.5	79.7	0.0	0.0	NA	294	NA	7	  0	  0	  0	  0	  0	  0	  0	68	295	316	96	2.3	7.1	4.70	4.0
Pul	2021	01	08	06	5.4	958.2	82.1	0.0	0.0	NA	303	NA	7	  0	  0	  0	  0	  0	  0	  0	68	298	317	96	2.6	8.0	4.83	4.1
Pul	2021	01	08	07	5.4	957.8	83.5	0.0	0.1	NA	302	NA	7	  0	  0	  0	  0	  0	  0	  0	68	300	316	96	2.8	8.1	4.91	4.2
Pul	2021	01	08	08	5.4	957.5	79.8	0.0	0.3	NA	304	NA	8	  1	  1	  0	  0	  0	  1	  1	68	299	321	96	2.2	7.6	4.70	3.9
Pul	2021	01	08	09	5.8	957.1	78.6	0.0	0.7	NA	268	NA	8	 37	 37	  0	 18	 18	 19	 19	68	301	324	96	2.4	8.2	4.75	4.2
Pul	2021	01	08	10	6.1	956.7	76.2	0.0	2.6	NA	286	NA	8	 67	 67	  0	 36	 37	 35	 35	68	300	325	96	2.3	8.7	4.71	4.3
Pul	2021	01	08	11	6.4	956.4	77.9	0.0	3.3	NA	193	NA	8	 86	 86	  0	 46	 48	 44	 44	68	303	328	96	2.8	9.2	4.91	4.7
Pul	2021	01	08	12	6.6	956.0	79.8	0.0	5.0	NA	175	NA	8	100	100	  0	 52	 58	 51	 51	68	305	329	96	3.4	9.5	5.11	5.0
Pul	2021	01	08	13	6.7	956.0	84.7	0.0	7.4	NA	163	NA	8	103	103	  0	 53	 61	 55	 53	68	308	331	90	4.3	12.5	5.47	5.5
Pul	2021	01	08	14	6.8	956.0	79.9	0.0	2.6	NA	26	NA	8	 83	 83	  0	 42	 48	 45	 42	68	305	330	87	3.6	10.9	5.18	5.2
Pul	2021	01	08	15	6.7	956.0	79.1	0.0	0.5	NA	194	NA	8	 48	 48	  0	 25	 25	 25	 25	68	306	329	87	3.3	10.7	5.09	5.0
Pul	2021	01	08	16	6.4	956.0	80.8	0.1	2.0	NA	197	NA	8	  7	  7	  0	  4	  1	  0	  4	68	306	327	84	3.4	10.1	5.11	4.9
Pul	2021	01	08	17	6.4	956.0	81.4	0.0	2.2	NA	189	NA	8	  0	  0	  0	  0	  0	  0	  0	68	306	323	84	3.5	9.8	5.15	4.9
Pul	2021	01	08	18	6.4	956.0	77.3	0.0	1.3	NA	170	NA	8	  0	  0	  0	  0	  0	  0	  0	68	303	321	83	2.8	9.0	4.89	4.6
Pul	2021	01	08	19	6.4	956.0	77.1	0.0	0.9	NA	167	NA	8	  0	  0	  0	  0	  0	  0	  0	68	303	320	83	2.7	8.5	4.88	4.6
Pul	2021	01	08	20	6.4	956.0	84.9	0.2	1.2	NA	203	NA	8	  0	  0	  0	  0	  0	  0	  0	68	309	323	80	4.1	8.3	5.37	5.2
Pul	2021	01	08	21	6.3	955.9	89.0	0.7	3.3	NA	176	NA	8	  0	  0	  0	  0	  0	  0	  0	68	311	326	80	4.6	8.2	5.59	5.4
Pul	2021	01	08	22	6.4	955.9	93.0	0.3	2.9	NA	26	NA	8	  0	  0	  0	  0	  0	  0	  0	68	314	328	81	5.3	8.2	5.87	5.8
Pul	2021	01	08	23	6.0	955.9	97.0	2.3	4.5	NA	25	NA	8	  0	  0	  0	  0	  0	  0	  0	68	314	328	81	5.6	7.8	5.96	5.7
Pul	2021	01	09	00	6.4	955.9	95.0	0.5	1.7	NA	333	NA	8	  0	  0	  0	  0	  0	  0	  0	51	315	327	78	5.6	7.2	6.00	6.0
Pul	2021	01	09	01	6.4	955.9	95.0	0.8	2.6	NA	31	NA	8	  0	  0	  0	  0	  0	  0	  0	51	315	328	78	5.6	5.5	6.00	6.0
Pul	2021	01	09	02	6.3	955.9	97.0	1.4	2.4	NA	43	NA	8	  0	  0	  0	  0	  0	  0	  0	51	316	328	78	5.9	3.6	6.09	6.0
Pul	2021	01	09	03	5.9	955.9	97.0	3.7	1.7	NA	35	NA	8	  0	  0	  0	  0	  0	  0	  0	51	314	325	77	5.4	2.4	5.92	5.6
Pul	2021	01	09	04	6.6	955.9	89.5	0.2	1.2	NA	10	NA	8	  0	  0	  0	  0	  0	  0	  0	51	313	326	74	5.0	1.3	5.74	5.8
Pul	2021	01	09	05	6.7	955.9	93.3	0.0	0.7	NA	54	NA	8	  0	  0	  0	  0	  0	  0	  0	51	316	327	74	5.7	0.1	6.01	6.1
Pul	2021	01	09	06	6.7	955.8	96.1	0.0	1.7	NA	188	NA	8	  0	  0	  0	  0	  0	  0	  0	51	318	329	74	6.1	-0.2	6.21	6.4
Pul	2021	01	09	07	6.7	955.8	96.8	0.0	1.5	NA	31	NA	8	  0	  0	  0	  0	  0	  0	  0	51	319	329	74	6.3	-0.8	6.27	6.4
Pul	2021	01	09	08	6.8	955.8	97.0	0.1	0.6	NA	75	NA	8	  2	  2	  0	  0	  0	  1	  1	51	320	335	71	6.4	-0.8	6.32	6.5
Pul	2021	01	09	09	7.2	955.8	89.1	0.0	1.3	NA	150	NA	8	 34	 34	  0	 15	 15	 18	 18	51	317	336	70	5.6	0.2	5.96	6.3
Pul	2021	01	09	10	7.7	955.8	84.4	0.0	1.5	NA	120	NA	8	 58	 58	  0	 30	 30	 30	 30	51	316	337	71	5.3	1.8	5.84	6.4
Pul	2021	01	09	11	8.1	955.8	78.8	0.0	1.7	NA	106	NA	8	 79	 79	  0	 41	 43	 41	 41	51	314	337	70	4.6	2.6	5.58	6.3
Pul	2021	01	09	12	8.3	955.8	75.0	0.0	0.8	NA	106	NA	8	 88	 88	  0	 46	 48	 46	 46	51	312	337	70	4.2	3.1	5.41	6.2
Pul	2021	01	09	13	8.5	956.0	75.0	0.0	0.5	NA	221	NA	8	 85	 85	  0	 44	 47	 44	 44	51	313	338	70	4.3	3.2	5.47	6.4
Pul	2021	01	09	14	8.6	956.2	75.0	0.0	0.8	NA	218	NA	8	 69	 69	  0	 36	 37	 36	 36	51	314	338	69	4.4	3.0	5.50	6.5
Pul	2021	01	09	15	8.5	956.4	69.2	0.0	0.5	NA	189	NA	8	 44	 44	  0	 23	 22	 22	 23	51	309	335	70	3.2	3.0	5.05	5.9
Pul	2021	01	09	16	8.3	956.7	69.8	0.0	0.7	NA	195	NA	8	  6	  6	  0	  4	  0	  0	  4	51	307	332	70	3.1	1.7	5.00	5.8
Pul	2021	01	09	17	8.1	956.9	75.0	0.3	2.6	NA	200	NA	8	  0	  0	  0	  0	  0	  0	  0	51	309	329	73	3.9	0.8	5.30	6.0
Pul	2021	01	09	18	8.0	957.1	82.4	0.0	3.3	NA	63	NA	7	  0	  0	  0	  0	  0	  0	  0	51	314	333	73	5.2	0.4	5.80	6.5
Pul	2021	01	09	19	7.8	957.3	81.4	0.0	2.2	NA	18	NA	7	  0	  0	  0	  0	  0	  0	  0	51	311	330	73	4.8	-0.4	5.66	6.3
Pul	2021	01	09	20	7.7	957.5	86.7	0.0	1.7	NA	92	NA	7	  0	  0	  0	  0	  0	  0	  0	51	313	330	74	5.6	-0.7	5.97	6.6
Pul	2021	01	09	21	7.5	957.8	89.8	0.0	1.3	NA	121	NA	7	  0	  0	  0	  0	  0	  0	  0	51	314	329	77	6.0	-1.2	6.13	6.7
Pul	2021	01	09	22	7.4	958.0	90.6	0.0	0.7	NA	181	NA	7	  0	  0	  0	  0	  0	  0	  0	51	313	328	77	5.9	-1.9	6.12	6.6
Pul	2021	01	09	23	7.2	958.2	88.5	0.0	0.9	NA	174	NA	7	  0	  0	  0	  0	  0	  0	  0	51	309	326	77	5.4	-2.9	5.88	6.3
Pul	2021	01	10	00	6.7	958.4	92.2	0.0	0.8	NA	213	NA	6	  0	  0	  0	  0	  0	  0	  0	45	308	325	77	5.5	-2.6	5.92	6.1
Pul	2021	01	10	01	6.1	958.6	94.6	0.0	2.4	NA	171	NA	6	  0	  0	  0	  0	  0	  0	  0	45	306	325	77	5.3	-2.7	5.85	5.7
Pul	2021	01	10	02	5.6	958.9	97.0	0.0	0.9	NA	39	NA	6	  0	  0	  0	  0	  0	  0	  0	45	303	320	80	5.1	-3.0	5.77	5.3
Pul	2021	01	10	03	5.3	959.1	97.0	0.0	0.5	NA	222	NA	6	  0	  0	  0	  0	  0	  0	  0	45	301	318	80	4.8	-2.6	5.66	5.0
Pul	2021	01	10	04	5.0	959.3	98.1	0.0	0.9	NA	236	NA	6	  0	  0	  0	  0	  0	  0	  0	45	299	317	80	4.7	-2.6	5.60	4.8
Pul	2021	01	10	05	4.7	959.5	88.9	0.0	1.5	NA	184	NA	6	  0	  0	  0	  0	  0	  0	  0	45	291	313	80	3.0	-3.0	4.97	3.9
Pul	2021	01	10	06	4.5	959.7	86.2	0.0	0.9	NA	192	NA	6	  0	  0	  0	  0	  0	  0	  0	45	288	310	79	2.4	-3.3	4.74	3.5
Pul	2021	01	10	07	4.3	960.0	82.4	0.0	0.7	NA	177	NA	5	  0	  0	  0	  0	  0	  0	  0	45	283	308	82	1.6	-3.6	4.46	3.0
Pul	2021	01	10	08	4.3	960.2	84.4	0.0	0.9	NA	201	NA	5	  2	  2	  0	  0	  0	  1	  1	45	284	314	82	1.9	-3.3	4.57	3.2
Pul	2021	01	10	09	4.9	960.4	86.0	0.0	2.9	NA	191	NA	5	 91	 60	196	222	229	 36	 36	45	287	319	83	2.7	-0.8	4.86	3.9
Pul	2021	01	10	10	5.5	960.6	86.5	0.0	6.2	NA	15	NA	5	180	 87	351	286	434	 59	 59	45	287	322	83	3.4	1.0	5.10	4.5
Pul	2021	01	10	11	6.1	960.8	80.0	0.0	2.6	NA	357	NA	3	268	 89	534	251	650	 72	 72	45	281	326	73	2.9	2.3	4.92	4.6
Pul	2021	01	10	12	6.5	961.1	81.2	0.0	4.5	NA	25	NA	5	276	123	420	105	584	 83	 83	45	285	326	70	3.5	3.9	5.12	5.0
Pul	2021	01	10	13	6.6	961.2	79.1	0.0	6.2	NA	354	NA	6	242	132	316	 80	458	163	 80	45	287	325	76	3.2	4.6	5.04	5.0
Pul	2021	01	10	14	6.5	961.4	78.0	0.0	8.6	NA	7	NA	7	173	125	163	 69	276	172	 69	45	290	324	79	3.0	4.6	4.95	4.8
Pul	2021	01	10	15	6.2	961.5	81.4	0.0	6.2	NA	356	NA	7	 72	 71	  7	 36	 53	 50	 36	45	300	326	79	3.2	4.1	5.03	4.8
Pul	2021	01	10	16	5.7	961.7	88.0	0.0	2.9	NA	358	NA	6	  5	  5	  0	  3	  0	  0	  3	45	301	325	83	3.9	3.0	5.26	4.8
Pul	2021	01	10	17	5.4	961.9	86.9	0.0	9.9	NA	310	NA	6	  0	  0	  0	  0	  0	  0	  0	45	297	323	82	3.4	2.2	5.07	4.4
Pul	2021	01	10	18	5.0	962.0	90.7	0.0	5.7	NA	348	NA	6	  0	  0	  0	  0	  0	  0	  0	45	297	320	82	3.6	1.7	5.18	4.3
Pul	2021	01	10	19	4.7	962.2	92.8	0.0	3.3	NA	353	NA	5	  0	  0	  0	  0	  0	  0	  0	45	295	318	82	3.6	1.1	5.17	4.1
Pul	2021	01	10	20	4.4	962.3	99.9	0.0	1.0	NA	0	NA	5	  0	  0	  0	  0	  0	  0	  0	45	297	315	83	4.3	0.7	5.44	4.3
Pul	2021	01	10	21	4.0	962.5	97.9	0.0	0.2	NA	353	NA	5	  0	  0	  0	  0	  0	  0	  0	45	293	311	86	3.7	-0.1	5.20	3.8
Pul	2021	01	10	22	3.7	962.7	87.6	0.0	0.3	NA	190	NA	4	  0	  0	  0	  0	  0	  0	  0	45	284	307	85	1.8	-1.4	4.54	2.8
Pul	2021	01	10	23	3.3	962.8	82.0	0.0	0.9	NA	168	NA	4	  0	  0	  0	  0	  0	  0	  0	45	278	304	85	0.6	-2.4	4.15	2.1
Pul	2021	01	11	00	3.2	963.0	79.5	0.0	0.7	NA	102	NA	4	  0	  0	  0	  0	  0	  0	  0	43	274	301	85	0.0	-3.4	3.97	1.8
Pul	2021	01	11	01	3.0	963.1	81.2	0.0	0.8	NA	188	NA	3	  0	  0	  0	  0	  0	  0	  0	43	274	302	85	0.1	-4.2	4.01	1.7
Pul	2021	01	11	02	2.9	963.3	81.2	0.0	1.3	NA	199	NA	3	  0	  0	  0	  0	  0	  0	  0	43	272	301	88	0.0	-5.2	3.97	1.6
Pul	2021	01	11	03	2.8	963.5	83.8	0.0	0.8	NA	100	NA	2	  0	  0	  0	  0	  0	  0	  0	43	273	301	88	0.4	-5.6	4.08	1.7
Pul	2021	01	11	04	2.8	963.6	85.9	0.0	1.3	NA	176	NA	2	  0	  0	  0	  0	  0	  0	  0	43	273	302	88	0.6	-6.0	4.16	1.8
Pul	2021	01	11	05	2.7	963.8	94.6	0.0	2.6	NA	116	NA	2	  0	  0	  0	  0	  0	  0	  0	43	276	305	88	1.9	-6.2	4.57	2.3
Pul	2021	01	11	06	2.7	963.9	92.7	0.0	2.0	NA	39	NA	1	  0	  0	  0	  0	  0	  0	  0	43	274	304	88	1.6	-6.7	4.46	2.2
Pul	2021	01	11	07	2.6	964.1	92.5	0.0	1.2	NA	20	NA	1	  0	  0	  0	  0	  0	  0	  0	43	273	302	91	1.5	-7.1	4.44	2.1
Pul	2021	01	11	08	2.8	964.3	86.7	0.0	4.5	NA	72	NA	1	  5	  5	  0	  0	  0	  3	  3	43	269	307	91	0.8	-7.3	4.20	1.9
Pul	2021	01	11	09	4.1	964.4	83.1	0.0	3.3	NA	331	NA	0	126	 39	548	463	478	 37	 37	43	273	316	91	1.5	-6.1	4.43	2.9
Pul	2021	01	11	10	5.5	964.6	74.9	0.0	2.0	NA	347	NA	0	244	 44	748	460	724	 51	 51	43	270	321	91	1.4	-5.3	4.39	3.6
Pul	2021	01	11	11	6.6	964.7	69.4	0.0	0.8	NA	356	NA	0	321	 48	808	305	833	 64	 64	43	270	327	81	1.4	-4.3	4.39	4.2
Pul	2021	01	11	12	7.5	964.9	65.9	0.0	1.2	NA	143	NA	0	357	 49	840	106	891	 68	 68	43	271	331	85	1.6	-3.6	4.45	4.7
Pul	2021	01	11	13	8.0	964.9	63.0	0.0	0.1	NA	33	NA	0	335	 49	809	 66	849	236	 66	43	273	333	68	1.5	-2.9	4.41	4.9
Pul	2021	01	11	14	8.2	965.0	64.2	0.0	3.7	NA	227	NA	0	268	 49	739	 56	748	401	 56	43	276	331	68	1.9	-2.6	4.54	5.2
Pul	2021	01	11	15	7.9	965.0	68.4	0.0	4.2	NA	2	NA	0	174	 52	606	 46	573	483	 46	43	279	330	68	2.5	-2.6	4.74	5.3
Pul	2021	01	11	16	7.0	965.1	70.3	0.0	3.7	NA	333	NA	0	 55	 25	404	 22	311	386	 22	43	277	324	68	2.0	-3.6	4.59	4.6
Pul	2021	01	11	17	6.3	965.1	71.3	0.0	7.4	NA	324	NA	0	  0	  0	  0	  0	  0	  0	  0	43	273	318	68	1.5	-4.3	4.42	4.1
Pul	2021	01	11	18	6.0	965.2	72.9	0.0	3.7	NA	358	NA	0	  0	  0	  0	  0	  0	  0	  0	43	273	314	68	1.5	-4.9	4.42	3.9
Pul	2021	01	11	19	5.7	965.2	72.5	0.0	2.0	NA	342	NA	0	  0	  0	  0	  0	  0	  0	  0	43	271	310	68	1.1	-5.5	4.31	3.6
Pul	2021	01	11	20	5.4	965.3	76.8	0.0	1.5	NA	325	NA	0	  0	  0	  0	  0	  0	  0	  0	43	273	309	68	1.7	-5.9	4.47	3.7
Pul	2021	01	11	21	5.1	965.3	78.4	0.0	1.7	NA	357	NA	0	  0	  0	  0	  0	  0	  0	  0	43	272	309	68	1.6	-6.4	4.47	3.5
Pul	2021	01	11	22	4.8	965.4	80.1	0.0	1.5	NA	10	NA	0	  0	  0	  0	  0	  0	  0	  0	43	272	308	68	1.7	-6.9	4.47	3.3
Pul	2021	01	11	23	4.5	965.4	81.7	0.0	2.4	NA	338	NA	0	  0	  0	  0	  0	  0	  0	  0	43	272	308	68	1.6	-7.5	4.46	3.2
Pul	2021	01	12	00	4.1	965.5	87.2	0.0	5.7	NA	357	NA	0	  0	  0	  0	  0	  0	  0	  0	42	273	311	68	2.2	-7.6	4.64	3.2
Pul	2021	01	12	01	3.7	965.5	92.9	0.0	3.3	NA	3	NA	0	  0	  0	  0	  0	  0	  0	  0	42	275	309	68	2.7	-7.7	4.81	3.2
Pul	2021	01	12	02	3.3	965.6	96.0	0.0	1.0	NA	310	NA	0	  0	  0	  0	  0	  0	  0	  0	42	274	304	68	2.8	-8.0	4.84	3.0
Pul	2021	01	12	03	3.1	965.6	99.9	0.0	0.4	NA	19	NA	0	  0	  0	  0	  0	  0	  0	  0	42	275	303	68	3.1	-8.1	4.96	3.1
Pul	2021	01	12	04	2.9	965.7	97.3	0.0	0.5	NA	174	NA	0	  0	  0	  0	  0	  0	  0	  0	42	273	302	68	2.5	-8.4	4.76	2.7
Pul	2021	01	12	05	2.7	965.7	100.0	0.0	0.6	NA	177	NA	0	  0	  0	  0	  0	  0	  0	  0	42	273	301	68	2.7	-8.5	4.83	2.7
Pul	2021	01	12	06	2.6	965.8	100.0	0.0	1.5	NA	161	NA	0	  0	  0	  0	  0	  0	  0	  0	42	273	302	69	2.6	-8.4	4.78	2.6
Pul	2021	01	12	07	2.4	965.8	100.0	0.0	0.2	NA	36	NA	0	  0	  0	  0	  0	  0	  0	  0	42	272	299	69	2.4	-8.6	4.73	2.4
Pul	2021	01	12	08	2.5	965.9	100.0	0.0	0.2	NA	197	NA	0	  5	  5	  0	  0	  0	  3	  3	42	272	309	69	2.5	-8.4	4.76	2.5
Pul	2021	01	12	09	3.8	965.9	96.5	0.0	0.3	NA	217	NA	0	137	 34	640	524	539	 35	 35	42	277	318	69	3.3	-6.7	5.04	3.5
Pul	2021	01	12	10	5.1	966.0	85.0	0.0	0.3	NA	190	NA	0	261	 50	785	487	762	 56	 56	42	273	323	69	2.8	-5.2	4.85	4.0
Pul	2021	01	12	11	6.1	966.0	78.3	0.0	0.1	NA	240	NA	0	344	 55	853	326	883	 70	 70	42	272	328	69	2.7	-3.9	4.81	4.4
Pul	2021	01	12	12	6.9	966.1	69.7	0.0	0.7	NA	245	NA	0	382	 58	879	116	941	 75	 75	42	269	329	68	1.8	-3.2	4.51	4.5
Pul	2021	01	12	13	7.5	965.7	69.1	0.0	0.9	NA	190	NA	0	367	 58	868	 74	918	256	 74	42	271	331	69	2.2	-2.5	4.64	5.0
Pul	2021	01	12	14	7.6	965.4	68.5	0.0	0.7	NA	221	NA	0	299	 54	817	 62	824	441	 62	42	273	330	69	2.2	-2.4	4.65	5.0
Pul	2021	01	12	15	7.2	965.1	67.6	0.0	0.4	NA	175	NA	0	187	 44	702	 46	631	531	 46	42	273	326	68	1.6	-3.1	4.46	4.6
Pul	2021	01	12	16	6.5	964.8	77.9	0.0	1.0	NA	227	NA	1	 62	 25	480	 22	360	448	 22	42	278	322	72	2.9	-3.8	4.89	4.8
Pul	2021	01	12	17	5.7	964.5	80.8	0.0	2.2	NA	228	NA	1	  0	  0	  0	  0	  0	  0	  0	42	277	313	72	2.6	-4.2	4.80	4.2
Pul	2021	01	12	18	5.4	964.1	77.2	0.0	2.9	NA	207	NA	2	  0	  0	  0	  0	  0	  0	  0	42	274	311	75	1.7	-4.8	4.49	3.7
Pul	2021	01	12	19	5.1	963.8	77.1	0.0	0.5	NA	141	NA	2	  0	  0	  0	  0	  0	  0	  0	42	274	307	75	1.4	-5.2	4.40	3.4
Pul	2021	01	12	20	4.8	963.5	81.3	0.0	0.7	NA	226	NA	2	  0	  0	  0	  0	  0	  0	  0	42	277	308	75	1.8	-5.4	4.54	3.4
Pul	2021	01	12	21	4.5	963.2	80.0	0.0	0.3	NA	214	NA	3	  0	  0	  0	  0	  0	  0	  0	42	275	305	78	1.3	-5.8	4.38	3.1
Pul	2021	01	12	22	4.2	962.9	80.9	0.0	0.1	NA	218	NA	3	  0	  0	  0	  0	  0	  0	  0	42	276	304	78	1.2	-6.2	4.34	2.8
Pul	2021	01	12	23	3.9	962.5	84.3	0.0	0.0	NA	287	NA	4	  0	  0	  0	  0	  0	  0	  0	42	278	306	82	1.5	-6.4	4.42	2.8
Pul	2021	01	13	00	3.6	962.2	89.3	0.0	0.1	NA	319	NA	4	  0	  0	  0	  0	  0	  0	  0	67	281	305	82	2.1	-6.4	4.62	2.8
Pul	2021	01	13	01	3.4	961.9	92.6	0.0	0.4	NA	310	NA	4	  0	  0	  0	  0	  0	  0	  0	67	283	306	82	2.3	-6.3	4.71	2.9
Pul	2021	01	13	02	3.2	961.6	92.5	0.0	1.2	NA	284	NA	5	  0	  0	  0	  0	  0	  0	  0	67	282	305	85	2.1	-6.3	4.63	2.7
Pul	2021	01	13	03	3.0	961.2	94.7	0.0	3.7	NA	198	NA	5	  0	  0	  0	  0	  0	  0	  0	67	284	309	85	2.3	-6.2	4.70	2.6
Pul	2021	01	13	04	2.9	960.9	97.7	0.0	2.0	NA	206	NA	6	  0	  0	  0	  0	  0	  0	  0	67	287	307	89	2.6	-6.5	4.80	2.7
Pul	2021	01	13	05	2.8	960.6	100.0	0.0	2.9	NA	194	NA	6	  0	  0	  0	  0	  0	  0	  0	67	288	309	89	2.8	-6.0	4.87	2.8
Pul	2021	01	13	06	2.7	960.3	100.0	0.0	3.7	NA	206	NA	6	  0	  0	  0	  0	  0	  0	  0	67	289	309	89	2.7	-6.0	4.84	2.7
Pul	2021	01	13	07	2.6	960.0	100.0	0.0	2.2	NA	73	NA	7	  0	  0	  0	  0	  0	  0	  0	67	290	307	92	2.6	-5.9	4.82	2.6
Pul	2021	01	13	08	2.6	959.6	100.0	0.0	1.5	NA	184	NA	7	  2	  2	  0	  0	  0	  1	  1	67	291	312	92	2.6	-5.8	4.83	2.6
Pul	2021	01	13	09	3.2	959.3	98.9	0.0	1.7	NA	195	NA	8	 57	 57	  2	 39	 39	 29	 29	67	295	315	95	3.0	-5.0	4.96	3.1
Pul	2021	01	13	10	3.7	959.0	98.2	0.0	1.7	NA	173	NA	8	108	106	 11	 71	 82	 53	 53	67	295	318	95	3.4	-4.2	5.10	3.5
Pul	2021	01	13	11	4.2	958.7	94.6	0.0	0.7	NA	198	NA	8	161	150	 32	102	160	 75	 75	67	293	320	95	3.4	-3.3	5.09	3.8
Pul	2021	01	13	12	4.5	958.4	93.4	0.0	0.7	NA	189	NA	8	167	158	 23	 81	133	 79	 79	67	295	321	95	3.5	-3.1	5.14	4.0
Pul	2021	01	13	13	4.7	958.4	90.6	0.0	0.7	NA	218	NA	8	188	161	 74	 82	212	110	 82	67	292	321	95	3.3	-2.3	5.09	4.0
Pul	2021	01	13	14	4.8	958.4	81.8	0.0	0.4	NA	204	NA	8	150	130	 64	 67	171	118	 67	67	288	318	95	2.0	-2.5	4.61	3.5
Pul	2021	01	13	15	4.7	958.4	79.8	0.0	0.3	NA	238	NA	8	102	 86	 76	 47	155	136	 47	67	286	316	95	1.6	-3.1	4.48	3.2
Pul	2021	01	13	16	4.4	958.5	80.3	0.0	0.5	NA	184	NA	8	 36	 29	 84	 17	105	127	 17	67	286	313	92	1.4	-3.0	4.41	3.0
Pul	2021	01	13	17	4.1	958.5	77.8	0.0	1.2	NA	230	NA	8	  0	  0	  0	  0	  0	  0	  0	67	283	305	92	0.6	-3.6	4.16	2.5
Pul	2021	01	13	18	3.8	958.5	80.8	0.0	4.5	NA	220	NA	8	  0	  0	  0	  0	  0	  0	  0	67	285	309	89	0.9	-3.9	4.25	2.4
Pul	2021	01	13	19	3.6	958.5	81.8	0.0	2.2	NA	29	NA	8	  0	  0	  0	  0	  0	  0	  0	67	285	306	89	0.8	-3.9	4.24	2.3
Pul	2021	01	13	20	3.4	958.6	79.3	0.0	0.9	NA	167	NA	8	  0	  0	  0	  0	  0	  0	  0	67	283	303	88	0.2	-4.8	4.04	2.0
Pul	2021	01	13	21	3.2	958.6	87.9	0.0	0.8	NA	190	NA	8	  0	  0	  0	  0	  0	  0	  0	67	288	305	86	1.4	-4.3	4.41	2.4
Pul	2021	01	13	22	2.9	958.6	84.5	0.0	2.6	NA	218	NA	8	  0	  0	  0	  0	  0	  0	  0	67	286	305	85	0.6	-4.9	4.17	1.8
Pul	2021	01	13	23	2.7	958.7	81.8	0.0	0.8	NA	68	NA	8	  0	  0	  0	  0	  0	  0	  0	67	284	302	82	-0.1	-5.4	3.97	1.5
Pul	2021	01	14	00	2.5	958.7	86.4	0.0	0.8	NA	182	NA	8	  0	  0	  0	  0	  0	  0	  0	57	287	303	82	0.5	-6.0	4.14	1.6
Pul	2021	01	14	01	2.4	958.7	79.9	0.0	0.6	NA	181	NA	8	  0	  0	  0	  0	  0	  0	  0	57	283	300	82	-0.7	-6.8	3.79	1.1
